rank,word,count,zipf
12477,herzens,4,49908
12478,depolarisation,4,49912
12479,sinusknotens,4,49916
12480,keith,4,49920
12481,normannen,4,49924
12482,malta,4,49928
12483,madonie,4,49932
12484,pelagischen,4,49936
12485,sippen,4,49940
12486,eroberer,4,49944
12487,erlangten,4,49948
12488,gela,4,49952
12489,siege,4,49956
12490,eroberte,4,49960
12491,journal,4,49964
12492,aufstände,4,49968
12493,paolo,4,49972
12494,dichtesten,4,49976
12495,trapani,4,49980
12496,migranten,4,49984
12497,vorgelagerte,4,49988
12498,lampedusa,4,49992
12499,offizieller,4,49996
12500,bewässerung,4,50000
12501,ss,4,50004
12502,pietro,4,50008
12503,grenzregion,4,50012
12504,postmann,4,50016
12505,afrikanischer,4,50020
12506,norma,4,50024
12507,gitarre,4,50028
12508,pizza,4,50032
12509,istauf,4,50036
12510,studia,4,50040
12511,capella,4,50044
12512,angeführt,4,50048
12513,bíos,4,50052
12514,erfuhren,4,50056
12515,gelehrten,4,50060
12516,unterrichtet,4,50064
12517,mitbegründer,4,50068
12518,absolvierte,4,50072
12519,gesellschaftswissenschaften,4,50076
12520,heilpflanzen,4,50080
12521,blütenkörbchen,4,50084
12522,blühenden,4,50088
12523,waldshut,4,50092
12524,naturpark,4,50096
12525,wutachtalbahn,4,50100
12526,evangelischer,4,50104
12527,blumegg,4,50108
12528,grabhügel,4,50112
12529,eisenzeit,4,50116
12530,archäologisch,4,50120
12531,stadtrecht,4,50124
12532,schweizerkrieg,4,50128
12533,bauernkrieg,4,50132
12534,conrad,4,50136
12535,fürstenberg,4,50140
12536,ausgewiesen,4,50144
12537,rege,4,50148
12538,neugestaltung,4,50152
12539,urkunden,4,50156
12540,männle,4,50160
12541,normandie,4,50164
12542,hgv,4,50168
12543,sanft,4,50172
12544,gehörendie,4,50176
12545,volkstümliche,4,50180
12546,warfen,4,50184
12547,befahl,4,50188
12548,verdickt,4,50192
12549,fleischigen,4,50196
12550,pumila,4,50200
12551,anacardiaceae,4,50204
12552,dobinea,4,50208
12553,höhenlagen,4,50212
12554,pharmazeutische,4,50216
12555,nutzpflanzen,4,50220
12556,festuca,4,50224
12557,krautig,4,50228
12558,oberirdisch,4,50232
12559,untersten,4,50236
12560,behaart,4,50240
12561,unbehaart,4,50244
12562,sobald,4,50248
12563,oligozän,4,50252
12564,geographischen,4,50256
12565,kälte,4,50260
12566,spätherbst,4,50264
12567,anfallenden,4,50268
12568,fruchtbare,4,50272
12569,osteuropäischen,4,50276
12570,südost,4,50280
12571,prärie,4,50284
12572,verheerenden,4,50288
12573,großflächige,4,50292
12574,ausbreiteten,4,50296
12575,sense,4,50300
12576,standortbedingungen,4,50304
12577,menschendie,4,50308
12578,ökosystemen,4,50312
12579,nordamerikanische,4,50316
12580,verwendeter,4,50320
12581,standpunkt,4,50324
12582,farnen,4,50328
12583,fraglichen,4,50332
12584,anwendbar,4,50336
12585,swinger,4,50340
12586,hatso,4,50344
12587,eishockey,4,50348
12588,anatomie,4,50352
12589,subkutane,4,50356
12590,salmanassar,4,50360
12591,oberhoheit,4,50364
12592,rebellierte,4,50368
12593,felde,4,50372
12594,datieren,4,50376
12595,maßeinheiten,4,50380
12596,dünner,4,50384
12597,grabanlagen,4,50388
12598,memphis,4,50392
12599,gigantischen,4,50396
12600,staatesdie,4,50400
12601,unregelmäßigen,4,50404
12602,domagnano,4,50408
12603,faetano,4,50412
12604,bulle,4,50416
12605,castelli,4,50420
12606,arengo,4,50424
12607,müll,4,50428
12608,herrschende,4,50432
12609,brüder,4,50436
12610,reggenti,4,50440
12611,amtierenden,4,50444
12612,übertrug,4,50448
12613,pakt,4,50452
12614,zerbrach,4,50456
12615,stichwahl,4,50460
12616,judikative,4,50464
12617,währungsfonds,4,50468
12618,dogana,4,50472
12619,steinen,4,50476
12620,währungen,4,50480
12621,gleichberechtigt,4,50484
12622,goldmünzen,4,50488
12623,tätigen,4,50492
12624,nationalhymne,4,50496
12625,schulpflicht,4,50500
12626,lehrte,4,50504
12627,bronze,4,50508
12628,champions,4,50512
12629,motorräder,4,50516
12630,lizenz,4,50520
12631,grenzfluss,4,50524
12632,zwingt,4,50528
12633,stetige,4,50532
12634,durchfließt,4,50536
12635,sahrauis,4,50540
12636,referendums,4,50544
12637,erhebungen,4,50548
12638,vereinzelten,4,50552
12639,angepasste,4,50556
12640,höhlen,4,50560
12641,gliederung,4,50564
12642,gebiets,4,50568
12643,ausgerufen,4,50572
12644,arbeitskreis,4,50576
12645,fh,4,50580
12646,maßgeblichen,4,50584
12647,beruft,4,50588
12648,herangehensweise,4,50592
12649,obliegt,4,50596
12650,empirisch,4,50600
12651,psychologen,4,50604
12652,mentalen,4,50608
12653,verhaltens,4,50612
12654,psychotherapeuten,4,50616
12655,induktiondie,4,50620
12656,forschungsgegenstand,4,50624
12657,betonen,4,50628
12658,parasitismus,4,50632
12659,abwehrmechanismen,4,50636
12660,angeben,4,50640
12661,größenordnung,4,50644
12662,parasitischen,4,50648
12663,fütterung,4,50652
12664,nukleinsäure,4,50656
12665,seeleuten,4,50660
12666,pinguinarten,4,50664
12667,verantwortliche,4,50668
12668,verlagern,4,50672
12669,eudyptes,4,50676
12670,fettreserven,4,50680
12671,kaiserpinguinen,4,50684
12672,adeliepinguinen,4,50688
12673,schopfpinguinen,4,50692
12674,nest,4,50696
12675,rapide,4,50700
12676,rührt,4,50704
12677,prozedur,4,50708
12678,dezimiert,4,50712
12679,bejagung,4,50716
12680,ökosystem,4,50720
12681,gama,4,50724
12682,zoo,4,50728
12683,batman,4,50732
12684,verkörperte,4,50736
12685,wassertemperaturen,4,50740
12686,rekonstruieren,4,50744
12687,barriere,4,50748
12688,bioinformatik,4,50752
12689,angestellt,4,50756
12690,hauptaufgabe,4,50760
12691,bisam,4,50764
12692,fundierte,4,50768
12693,konnteals,4,50772
12694,nummern,4,50776
12695,lexikalische,4,50780
12696,optionale,4,50784
12697,aktualisierte,4,50788
12698,funktionalitäten,4,50792
12699,no,4,50796
12700,neueste,4,50800
12701,than,4,50804
12702,schlagwort,4,50808
12703,angesprochen,4,50812
12704,betriebssystems,4,50816
12705,syntaktisch,4,50820
12706,mächtig,4,50824
12707,humor,4,50828
12708,frege,4,50832
12709,begriffslogik,4,50836
12710,regnet,4,50840
12711,wirdein,4,50844
12712,existenzquantor,4,50848
12713,prädikats,4,50852
12714,formaler,4,50856
12715,wählt,4,50860
12716,leer,4,50864
12717,verwendetder,4,50868
12718,überlegen,4,50872
12719,teilmenge,4,50876
12720,prozeduren,4,50880
12721,borland,4,50884
12722,komitees,4,50888
12723,tu,4,50892
12724,resultat,4,50896
12725,klausel,4,50900
12726,entscheidender,4,50904
12727,veranlasst,4,50908
12728,gleichungen,4,50912
12729,ea,4,50916
12730,blinde,4,50920
12731,trinkt,4,50924
12732,distinktive,4,50928
12733,phonetische,4,50932
12734,realisierungen,4,50936
12735,distinktiven,4,50940
12736,phoneminventar,4,50944
12737,plosiv,4,50948
12738,linguistisch,4,50952
12739,vs,4,50956
12740,ozeanischen,4,50960
12741,gebirgsbildung,4,50964
12742,fließenden,4,50968
12743,ridge,4,50972
12744,subduzierten,4,50976
12745,bruce,4,50980
12746,gräben,4,50984
12747,subduziert,4,50988
12748,gesteine,4,50992
12749,benachbarter,4,50996
12750,berge,4,51000
12751,indischem,4,51004
12752,romain,4,51008
12753,originaltitel,4,51012
12754,galaxy,4,51016
12755,innsbruck,4,51020
12756,raumschiff,4,51024
12757,trillian,4,51028
12758,erweist,4,51032
12759,kurzgeschichte,4,51036
12760,augustus,4,51040
12761,beneckendorff,4,51044
12762,generalfeldmarschall,4,51048
12763,sandte,4,51052
12764,annemarie,4,51056
12765,barbara,4,51060
12766,generalstabes,4,51064
12767,tannenberg,4,51068
12768,prestige,4,51072
12769,sterns,4,51076
12770,ohl,4,51080
12771,gestoßen,4,51084
12772,reichspräsident,4,51088
12773,kandidierte,4,51092
12774,gegenüberstand,4,51096
12775,reichsverfassung,4,51100
12776,kurt,4,51104
12777,memoiren,4,51108
12778,kommunen,4,51112
12779,karlsruhe,4,51116
12780,lineare,4,51120
12781,reelle,4,51124
12782,primalität,4,51128
12783,ungleichung,4,51132
12784,wissenschaftliches,4,51136
12785,artillerie,4,51140
12786,knüpfte,4,51144
12787,unregelmäßigkeiten,4,51148
12788,drohten,4,51152
12789,sterblichkeit,4,51156
12790,widerlegung,4,51160
12791,großteils,4,51164
12792,manipulieren,4,51168
12793,bernays,4,51172
12794,beeinflussung,4,51176
12795,hauptgrund,4,51180
12796,deutlicher,4,51184
12797,kriegsgegner,4,51188
12798,agitation,4,51192
12799,einheitspartei,4,51196
12800,kolumbien,4,51200
12801,meldepflichtige,4,51204
12802,menschenleben,4,51208
12803,verseuchten,4,51212
12804,nosopsyllus,4,51216
12805,floharten,4,51220
12806,blockade,4,51224
12807,meerschweinchen,4,51228
12808,pollitzer,4,51232
12809,sterblichkeitsrate,4,51236
12810,sepsis,4,51240
12811,pestsepsis,4,51244
12812,mandschurei,4,51248
12813,nagetierpopulationen,4,51252
12814,wechselten,4,51256
12815,bekanntdas,4,51260
12816,mongolei,4,51264
12817,meldung,4,51268
12818,forschern,4,51272
12819,beherrschende,4,51276
12820,pfleger,4,51280
12821,feststellte,4,51284
12822,warenverkehr,4,51288
12823,filmes,4,51292
12824,murnau,4,51296
12825,gedrehten,4,51300
12826,raoul,4,51304
12827,gabriel,4,51308
12828,ken,4,51312
12829,jahn,4,51316
12830,piano,4,51320
12831,umschlagplatz,4,51324
12832,bellevuestraße,4,51328
12833,weinhaus,4,51332
12834,stresemannstraße,4,51336
12835,tunnel,4,51340
12836,meterndie,4,51344
12837,neubebauung,4,51348
12838,seb,4,51352
12839,rechteckigen,4,51356
12840,personengruppen,4,51360
12841,stars,4,51364
12842,roget,4,51368
12843,umfassend,4,51372
12844,kanneine,4,51376
12845,pneumokokken,4,51380
12846,produktionskapazitäten,4,51384
12847,pandemieplan,4,51388
12848,impfstoff,4,51392
12849,nachbardisziplinen,4,51396
12850,interdisziplinär,4,51400
12851,regierungslehre,4,51404
12852,vorliegenden,4,51408
12853,chinesisch,4,51412
12854,fachbereich,4,51416
12855,staatswesen,4,51420
12856,mainlinie,4,51424
12857,kontrollrat,4,51428
12858,napoleonische,4,51432
12859,siegreichen,4,51436
12860,besatzungsmächte,4,51440
12861,cousin,4,51444
12862,übergangszeit,4,51448
12863,drangen,4,51452
12864,abwechselnd,4,51456
12865,hochstift,4,51460
12866,nachbarland,4,51464
12867,zielten,4,51468
12868,umfassendes,4,51472
12869,verlorendie,4,51476
12870,außenpolitisch,4,51480
12871,privilegierten,4,51484
12872,volksvertretung,4,51488
12873,zurückziehen,4,51492
12874,völkerbund,4,51496
12875,sozialdemokratischen,4,51500
12876,neuaufbau,4,51504
12877,kopfbedeckung,4,51508
12878,unternehmer,4,51512
12879,paradeuniform,4,51516
12880,gewachsendie,4,51520
12881,guards,4,51524
12882,summenformel,4,51528
12883,wirdes,4,51532
12884,unschädlich,4,51536
12885,gramnegative,4,51540
12886,eliminiert,4,51544
12887,erforschte,4,51548
12888,staphylokokken,4,51552
12889,howard,4,51556
12890,krankenschwester,4,51560
12891,piperin,4,51564
12892,pfefferpflanze,4,51568
12893,malabarküste,4,51572
12894,indienhandel,4,51576
12895,indonesischen,4,51580
12896,entdeckungen,4,51584
12897,heilkunde,4,51588
12898,uniflorum,4,51592
12899,symmetrisch,4,51596
12900,behaartdie,4,51600
12901,nepal,4,51604
12902,jahresniederschlag,4,51608
12903,pippins,4,51612
12904,skeptisch,4,51616
12905,suppen,4,51620
12906,altmark,4,51624
12907,ostfriesland,4,51628
12908,euroam,4,51632
12909,erscheinungsbild,4,51636
12910,sammlermünzen,4,51640
12911,haddad,4,51644
12912,flugzeugentführungen,4,51648
12913,generalsekretär,4,51652
12914,gesundheitlichen,4,51656
12915,mahmud,4,51660
12916,nennenswert,4,51664
12917,westjordanland,4,51668
12918,gefängnis,4,51672
12919,regimes,4,51676
12920,nova,4,51680
12921,lissabons,4,51684
12922,tejo,4,51688
12923,überschwemmungen,4,51692
12924,coimbra,4,51696
12925,alentejo,4,51700
12926,hitze,4,51704
12927,dörfern,4,51708
12928,minderheitensprache,4,51712
12929,gewachsen,4,51716
12930,bp,4,51720
12931,lusitanien,4,51724
12932,äußerste,4,51728
12933,peres,4,51732
12934,galicischen,4,51736
12935,estado,4,51740
12936,franco,4,51744
12937,materielle,4,51748
12938,entsendung,4,51752
12939,höchster,4,51756
12940,mário,4,51760
12941,partido,4,51764
12942,spitzenkandidat,4,51768
12943,abermals,4,51772
12944,sousa,4,51776
12945,befugnisse,4,51780
12946,oberschule,4,51784
12947,kork,4,51788
12948,qualifizierten,4,51792
12949,vorgeschriebenen,4,51796
12950,schienennetz,4,51800
12951,kurzem,4,51804
12952,ballungszentren,4,51808
12953,passagiere,4,51812
12954,ältester,4,51816
12955,einwanderern,4,51820
12956,hop,4,51824
12957,stile,4,51828
12958,paula,4,51832
12959,nationalgericht,4,51836
12960,queijo,4,51840
12961,wm,4,51844
12962,ausseit,4,51848
12963,internacional,4,51852
12964,atp,4,51856
12965,turnier,4,51860
12966,nationalmannschaften,4,51864
12967,ermittelte,4,51868
12968,nationalbibliothek,4,51872
12969,brasilianische,4,51876
12970,gedruckt,4,51880
12971,karneval,4,51884
12972,kreolsprachen,4,51888
12973,südamerikanischen,4,51892
12974,paraguay,4,51896
12975,mischsprache,4,51900
12976,linguisten,4,51904
12977,beidas,4,51908
12978,ct,4,51912
12979,lexik,4,51916
12980,einflussbereich,4,51920
12981,eigenheiten,4,51924
12982,acordo,4,51928
12983,ortográfico,4,51932
12984,aufzubauen,4,51936
12985,anrede,4,51940
12986,romancier,4,51944
12987,komiker,4,51948
12988,ray,4,51952
12989,talent,4,51956
12990,show,4,51960
12991,bestbezahlten,4,51964
12992,populärsten,4,51968
12993,mr,4,51972
12994,zürcher,4,51976
12995,deutschem,4,51980
12996,sapiens,4,51984
12997,paviane,4,51988
12998,regenwälder,4,51992
12999,magen,4,51996
13000,investieren,4,52000
13001,ausgebreitet,4,52004
13002,schnauze,4,52008
13003,überlagert,4,52012
13004,schimpansen,4,52016
13005,haustiere,4,52020
13006,quantenelektrodynamik,4,52024
13007,atom,4,52028
13008,fälschlich,4,52032
13009,vakuum,4,52036
13010,branchen,4,52040
13011,regelstudienzeit,4,52044
13012,schwicheldt,4,52048
13013,dungelbeck,4,52052
13014,essinghausen,4,52056
13015,stederdorf,4,52060
13016,stiftsfehde,4,52064
13017,wallanlagen,4,52068
13018,hauptquartier,4,52072
13019,ilseder,4,52076
13020,verlegen,4,52080
13021,stahlindustrie,4,52084
13022,wohnbevölkerung,4,52088
13023,kanalisation,4,52092
13024,rochdale,4,52096
13025,freischießen,4,52100
13026,oberstufe,4,52104
13027,priamos,4,52108
13028,ida,4,52112
13029,aphrodite,4,52116
13030,teilzunehmen,4,52120
13031,verweigert,4,52124
13032,nachfolgerin,4,52128
13033,sprung,4,52132
13034,grünendie,4,52136
13035,landesparlamente,4,52140
13036,wiedereinzug,4,52144
13037,rechtsextreme,4,52148
13038,öffnete,4,52152
13039,stimmendie,4,52156
13040,piraten,4,52160
13041,reichspartei,4,52164
13042,wahlerfolge,4,52168
13043,gescheiterten,4,52172
13044,sozialistisch,4,52176
13045,friesen,4,52180
13046,verbotene,4,52184
13047,nebels,4,52188
13048,psychoanalytischer,4,52192
13049,filmisch,4,52196
13050,wochenende,4,52200
13051,lbs,4,52204
13052,square,4,52208
13053,orthopoxvirus,4,52212
13054,heilmittel,4,52216
13055,zurückkehrte,4,52220
13056,impfdosen,4,52224
13057,brauche,4,52228
13058,fundes,4,52232
13059,fundstelle,4,52236
13060,treffens,4,52240
13061,nationalismus,4,52244
13062,schlicht,4,52248
13063,verlustfreie,4,52252
13064,jpeg,4,52256
13065,lesend,4,52260
13066,protolyse,4,52264
13067,brønsted,4,52268
13068,protonenakzeptoren,4,52272
13069,vollbildern,4,52276
13070,seitenbandes,4,52280
13071,fernmeldeunion,4,52284
13072,gaißach,4,52288
13073,nebenfluss,4,52292
13074,wolfratshausen,4,52296
13075,schneeschmelze,4,52300
13076,südseite,4,52304
13077,stauwehr,4,52308
13078,walchensee,4,52312
13079,kiesbänke,4,52316
13080,anrainer,4,52320
13081,megawatt,4,52324
13082,kubikmeter,4,52328
13083,suite,4,52332
13084,ostindien,4,52336
13085,siedler,4,52340
13086,naturalis,4,52344
13087,farbwerke,4,52348
13088,natriumdithionit,4,52352
13089,synthetische,4,52356
13090,isatin,4,52360
13091,zink,4,52364
13092,myanmar,4,52368
13093,kalkutta,4,52372
13094,bengaluru,4,52376
13095,ahmedabad,4,52380
13096,fünftgrößte,4,52384
13097,ladakh,4,52388
13098,hochland,4,52392
13099,sikkim,4,52396
13100,heilig,4,52400
13101,trinkwasser,4,52404
13102,zuwachs,4,52408
13103,tamilische,4,52412
13104,nordindien,4,52416
13105,behielten,4,52420
13106,unabhängigkeitsbewegung,4,52424
13107,großbritanniens,4,52428
13108,jawaharlal,4,52432
13109,fürstenstaaten,4,52436
13110,pakistans,4,52440
13111,wahlniederlage,4,52444
13112,janata,4,52448
13113,separatisten,4,52452
13114,dermaßen,4,52456
13115,manmohan,4,52460
13116,islamisten,4,52464
13117,wachstums,4,52468
13118,scheduled,4,52472
13119,jharkhand,4,52476
13120,malayalam,4,52480
13121,telugu,4,52484
13122,jainas,4,52488
13123,kasten,4,52492
13124,begrenzten,4,52496
13125,braut,4,52500
13126,agglomeration,4,52504
13127,legislative,4,52508
13128,sicherheitsrat,4,52512
13129,knappheit,4,52516
13130,karnataka,4,52520
13131,bedarfs,4,52524
13132,process,4,52528
13133,schmuck,4,52532
13134,flüge,4,52536
13135,ziegel,4,52540
13136,ragen,4,52544
13137,kulisse,4,52548
13138,rangliste,4,52552
13139,gebrannten,4,52556
13140,pflug,4,52560
13141,archäologe,4,52564
13142,figurinen,4,52568
13143,wichtigster,4,52572
13144,prägt,4,52576
13145,altisländische,4,52580
13146,dialekten,4,52584
13147,bestehtdie,4,52588
13148,schaf,4,52592
13149,stimmlosen,4,52596
13150,nunatsiavut,4,52600
13151,inuitsprachen,4,52604
13152,könnenauch,4,52608
13153,insulinpräparaten,4,52612
13154,zusammenwirken,4,52616
13155,leptin,4,52620
13156,körpereigenen,4,52624
13157,patientinnen,4,52628
13158,nuklid,4,52632
13159,frederick,4,52636
13160,buda,4,52640
13161,hebra,4,52644
13162,michaelis,4,52648
13163,vertraten,4,52652
13164,gb,4,52656
13165,pae,4,52660
13166,mmu,4,52664
13167,irrtümlich,4,52668
13168,befürworten,4,52672
13169,preisanstieg,4,52676
13170,mittelfristig,4,52680
13171,gemessenen,4,52684
13172,inflationsmessung,4,52688
13173,wechselkurse,4,52692
13174,gestürzt,4,52696
13175,künftige,4,52700
13176,renditen,4,52704
13177,monetarismus,4,52708
13178,goldstandard,4,52712
13179,geldbestände,4,52716
13180,internetprotokolls,4,52720
13181,address,4,52724
13182,personenbezogenen,4,52728
13183,steppengebieten,4,52732
13184,anatolischen,4,52736
13185,urheimat,4,52740
13186,urindogermanischen,4,52744
13187,rekonstruierten,4,52748
13188,rad,4,52752
13189,ostwärts,4,52756
13190,vorbevölkerung,4,52760
13191,neolithischen,4,52764
13192,vorläufern,4,52768
13193,genetik,4,52772
13194,machines,4,52776
13195,dehomag,4,52780
13196,marktder,4,52784
13197,ceo,4,52788
13198,sap,4,52792
13199,electronic,4,52796
13200,aix,4,52800
13201,model,4,52804
13202,gestrichen,4,52808
13203,intercal,4,52812
13204,stashdodo,4,52816
13205,mirabilis,4,52820
13206,instant,4,52824
13207,messaging,4,52828
13208,gestattet,4,52832
13209,auszug,4,52836
13210,moderierte,4,52840
13211,nordirak,4,52844
13212,hunderttausende,4,52848
13213,abgesagt,4,52852
13214,taq,4,52856
13215,internierten,4,52860
13216,internierungslagern,4,52864
13217,einreisen,4,52868
13218,jugoslawien,4,52872
13219,exiguus,4,52876
13220,infusion,4,52880
13221,wiederholung,4,52884
13222,hampshire,4,52888
13223,director,4,52892
13224,konditionalität,4,52896
13225,dendritische,4,52900
13226,granula,4,52904
13227,proteasen,4,52908
13228,zytotoxischen,4,52912
13229,ausreichenden,4,52916
13230,kulinarische,4,52920
13231,gänge,4,52924
13232,subjunktion,4,52928
13233,objektsprachliche,4,52932
13234,metasprachlicher,4,52936
13235,metasprachliche,4,52940
13236,unterwerfungserklärung,4,52944
13237,tschechoslowakei,4,52948
13238,rohmer,4,52952
13239,renoir,4,52956
13240,theatern,4,52960
13241,hollywoods,4,52964
13242,charlotte,4,52968
13243,andy,4,52972
13244,filmfestival,4,52976
13245,waits,4,52980
13246,komödien,4,52984
13247,claudio,4,52988
13248,filmemachen,4,52992
13249,steven,4,52996
13250,pictures,4,53000
13251,filmeditor,4,53004
13252,filmproduzent,4,53008
13253,aliens,4,53012
13254,abyss,4,53016
13255,schwarzenegger,4,53020
13256,matt,4,53024
13257,damon,4,53028
13258,five,4,53032
13259,brooks,4,53036
13260,maine,4,53040
13261,feeney,4,53044
13262,shirley,4,53048
13263,mclaglen,4,53052
13264,frances,4,53056
13265,traut,4,53060
13266,nebendarsteller,4,53064
13267,june,4,53068
13268,sadistischen,4,53072
13269,klassikern,4,53076
13270,ritt,4,53080
13271,sutherland,4,53084
13272,entging,4,53088
13273,kubrick,4,53092
13274,leistete,4,53096
13275,bundesbeauftragter,4,53100
13276,staatssicherheitsdienstes,4,53104
13277,bezirken,4,53108
13278,betriebenen,4,53112
13279,warnte,4,53116
13280,isolierter,4,53120
13281,staatsangehörigkeit,4,53124
13282,stanislaus,4,53128
13283,nora,4,53132
13284,dubliners,4,53136
13285,edition,4,53140
13286,siebenkäs,4,53144
13287,schiller,4,53148
13288,weimar,4,53152
13289,nationalmuseum,4,53156
13290,japanforschung,4,53160
13291,bisset,4,53164
13292,gandolfini,4,53168
13293,notting,4,53172
13294,afroamerikanischen,4,53176
13295,brad,4,53180
13296,clooney,4,53184
13297,jitzchak,4,53188
13298,barak,4,53192
13299,suha,4,53196
13300,nanterre,4,53200
13301,stadtzentrums,4,53204
13302,brake,4,53208
13303,löss,4,53212
13304,theesen,4,53216
13305,estelí,4,53220
13306,altstädter,4,53224
13307,lemgo,4,53228
13308,mauerstück,4,53232
13309,stadttheater,4,53236
13310,städtisches,4,53240
13311,filmtheater,4,53244
13312,stadthalle,4,53248
13313,bunker,4,53252
13314,veranstaltungsort,4,53256
13315,dsc,4,53260
13316,spinosauridae,4,53264
13317,kralle,4,53268
13318,verdunstung,4,53272
13319,baryonychinae,4,53276
13320,alpenrhein,4,53280
13321,steinhügel,4,53284
13322,arbon,4,53288
13323,wollmatinger,4,53292
13324,gewässerschutzkommission,4,53296
13325,wasserzufluss,4,53300
13326,hw,4,53304
13327,haldentheorie,4,53308
13328,westufer,4,53312
13329,felchen,4,53316
13330,berufsfischer,4,53320
13331,fischern,4,53324
13332,pause,4,53328
13333,wählergemeinschaft,4,53332
13334,bundestagsgruppe,4,53336
13335,glu,4,53340
13336,ebermann,4,53344
13337,trampert,4,53348
13338,gaz,4,53352
13339,aud,4,53356
13340,parteigründung,4,53360
13341,haußleiter,4,53364
13342,parteisprecher,4,53368
13343,christiane,4,53372
13344,radikalökologen,4,53376
13345,verfehlten,4,53380
13346,antje,4,53384
13347,vollmer,4,53388
13348,christa,4,53392
13349,nickels,4,53396
13350,volmer,4,53400
13351,innerparteiliche,4,53404
13352,trittin,4,53408
13353,altmann,4,53412
13354,estragol,4,53416
13355,tierischen,4,53420
13356,country,4,53424
13357,spätbarock,4,53428
13358,staaken,4,53432
13359,grenzübergängen,4,53436
13360,ehrman,4,53440
13361,schabowskis,4,53444
13362,mauerstreifen,4,53448
13363,grenzübergangsstellen,4,53452
13364,grenzmauer,4,53456
13365,marmarameer,4,53460
13366,asiatischer,4,53464
13367,fahrrinne,4,53468
13368,traffic,4,53472
13369,bonaria,4,53476
13370,julio,4,53480
13371,vororte,4,53484
13372,stadtviertel,4,53488
13373,exklave,4,53492
13374,ochtum,4,53496
13375,wümme,4,53500
13376,bremerhavener,4,53504
13377,verden,4,53508
13378,schlachte,4,53512
13379,vegesacker,4,53516
13380,stadtwald,4,53520
13381,huchting,4,53524
13382,wetterverhältnisse,4,53528
13383,game,4,53532
13384,halbinning,4,53536
13385,heimmannschaft,4,53540
13386,schiedsrichtern,4,53544
13387,spielfeldes,4,53548
13388,pitchers,4,53552
13389,manager,4,53556
13390,homeplate,4,53560
13391,feldspieler,4,53564
13392,auslinie,4,53568
13393,feldschiedsrichter,4,53572
13394,spielzug,4,53576
13395,verteidigende,4,53580
13396,spielsituation,4,53584
13397,profiliga,4,53588
13398,ligabetrieb,4,53592
13399,altersklassen,4,53596
13400,rico,4,53600
13401,fame,4,53604
13402,finale,4,53608
13403,basketballmannschaft,4,53612
13404,coach,4,53616
13405,baa,4,53620
13406,tippen,4,53624
13407,korbwurf,4,53628
13408,forwards,4,53632
13409,ballführenden,4,53636
13410,angreifenden,4,53640
13411,dribbling,4,53644
13412,biomolekülen,4,53648
13413,stimmhafte,4,53652
13414,euskal,4,53656
13415,herria,4,53660
13416,spionin,4,53664
13417,unionssoldaten,4,53668
13418,beia,4,53672
13419,erfolgenden,3,40257
13420,geladenen,3,40260
13421,weltumspannenden,3,40263
13422,verdünnten,3,40266
13423,emittieren,3,40269
13424,sonnensystems,3,40272
13425,durchläuft,3,40275
13426,maximum,3,40278
13427,eruptionen,3,40281
13428,massenauswürfe,3,40284
13429,sonnenzyklus,3,40287
13430,solaren,3,40290
13431,leuchterscheinungen,3,40293
13432,südlicher,3,40296
13433,vorhergesagt,3,40299
13434,pol,3,40302
13435,empfindlichkeit,3,40305
13436,corona,3,40308
13437,bögen,3,40311
13438,istvor,3,40314
13439,legenden,3,40317
13440,alaska,3,40320
13441,wolltendie,3,40323
13442,vorboten,3,40326
13443,beleuchtet,3,40329
13444,vorzeichen,3,40332
13445,reflexionen,3,40335
13446,astronom,3,40338
13447,norwegische,3,40341
13448,birkeland,3,40344
13449,lichtes,3,40347
13450,entstünden,3,40350
13451,auftreffen,3,40353
13452,ausüben,3,40356
13453,geringerer,3,40359
13454,geflogen,3,40362
13455,anden,3,40365
13456,begleiterscheinung,3,40368
13457,schwelle,3,40371
13458,päpste,3,40374
13459,baccio,3,40377
13460,sandro,3,40380
13461,verbannt,3,40383
13462,miniaturmaler,3,40386
13463,musizieren,3,40389
13464,zuliebe,3,40392
13465,unterdessen,3,40395
13466,mailand,3,40398
13467,behindert,3,40401
13468,zusammentreffen,3,40404
13469,aufträgen,3,40407
13470,skrupel,3,40410
13471,wertvoller,3,40413
13472,trompeter,3,40416
13473,girolamo,3,40419
13474,hut,3,40422
13475,relief,3,40425
13476,enorm,3,40428
13477,gesellen,3,40431
13478,nächtlichen,3,40434
13479,einbruch,3,40437
13480,geschlagene,3,40440
13481,verletzte,3,40443
13482,passender,3,40446
13483,tötete,3,40449
13484,scudi,3,40452
13485,iiidie,3,40455
13486,ableben,3,40458
13487,völlige,3,40461
13488,beging,3,40464
13489,parisdie,3,40467
13490,wertvolle,3,40470
13491,anklage,3,40473
13492,kardinals,3,40476
13493,fontainebleau,3,40479
13494,unvermittelt,3,40482
13495,umgehend,3,40485
13496,atelier,3,40488
13497,lebhafte,3,40491
13498,besuche,3,40494
13499,kürzester,3,40497
13500,cosimo,3,40500
13501,vorbildern,3,40503
13502,bewohnte,3,40506
13503,büste,3,40509
13504,herzogin,3,40512
13505,kredit,3,40515
13506,enthüllung,3,40518
13507,ungeachtet,3,40521
13508,entschloss,3,40524
13509,homosexualität,3,40527
13510,escorial,3,40530
13511,kruzifix,3,40533
13512,grablege,3,40536
13513,erhaltenes,3,40539
